자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
영신카센타,3,전북특별자치도 전주시 덕진구 전진로 41,전북특별자치도 전주시 덕진구 산정동 321-4,35.8420033,127.1729193,1999-08-18,84.5,1,,,,,,063-241-1248,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
대우카센타,3,전북특별자치도 전주시 덕진구 정언신로 152,전북특별자치도 전주시 덕진구 우아동2가 903-5,35.83045489,127.1701841,2004-04-26,97.5,1,,,,,,063-246-5114,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
온고을카센타,3,전북특별자치도 전주시 덕진구 정언신로 54,전북특별자치도 전주시 덕진구 인후동1가 865-2,35.82994419,127.1598481,2009-03-11,86.15,1,,,,,,063-243-5362,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
생전사정비센타,3,전북특별자치도 전주시 덕진구 정언신로 55,전북특별자치도 전주시 덕진구 인후동1가 832-23,35.83045678,127.1598808,1999-10-28,96,1,,,,,,063-246-5654,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
서광자동차병원,3,전북특별자치도 전주시 덕진구 정언신로 55,전북특별자치도 전주시 덕진구 인후동1가 832-23,35.83045678,127.1598808,1999-10-28,96,1,,,,,,063-246-5654,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
동훈카플러스,3,전북특별자치도 전주시 덕진구 정언신로 64,전북특별자치도 전주시 덕진구 인후동1가 866-2,35.8302554,127.1609909,1998-01-21,97.2,1,,,,,,063-277-7619,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
수빈카맨샵,3,전북특별자치도 전주시 덕진구 정언신로 9,전북특별자치도 전주시 덕진구 인후동1가 157-14,35.82970062,127.1547186,2010-01-11,97.96,1,,,,,,063-241-9878,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
JJ모터스,3,전북특별자치도 전주시 덕진구 정여립로 1096,전북특별자치도 전주시 덕진구 만성동 300-5,35.84662182,127.083523,2019-03-26,97.2,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
독도카타이어,3,전북특별자치도 전주시 덕진구 조경단로 86,전북특별자치도 전주시 덕진구 금암동 1587-101,35.84181676,127.1393259,1998-07-28,70,1,,,,,,063-254-6629,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
안골자동차정비센타,3,전북특별자치도 전주시 덕진구 진버들1길 46,전북특별자치도 전주시 덕진구 인후동1가 509-62,35.83727791,127.1613256,2008-01-09,95.56,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
영화카센타,3,전북특별자치도 전주시 덕진구 진버들1길 9,전북특별자치도 전주시 덕진구 인후동1가 463-2,35.83608353,127.1576183,1998-09-22,104,1,,,,,,063-247-3371,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
심흥부품카센타,3,전북특별자치도 전주시 덕진구 안덕원로 7,전북특별자치도 전주시 덕진구 진북동 1061-8,35.82749368,127.1311754,1998-10-10,70,1,,,,,,063-252-1008,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
금호카인테리어,3,전북특별자치도 전주시 덕진구 전주천동로 376,전북특별자치도 전주시 덕진구 진북동 1062-3,35.8275192,127.1304111,1998-10-27,70,1,,,,,,063-271-0323,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
동국종합카센타,3,전북특별자치도 전주시 덕진구 진북로 24,전북특별자치도 전주시 덕진구 진북동 1024-15,35.82732613,127.1342768,2009-02-02,70,1,,,,,,063-253-6000,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
동산점 기아오토큐,3,전북특별자치도 전주시 덕진구 쪽구름2길 10,전북특별자치도 전주시 덕진구 동산동 684-26,35.87364976,127.0761378,2003-06-11,238,1,,,,,,063-214-8572,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
로코모,3,전북특별자치도 전주시 덕진구 쪽구름2길 38,전북특별자치도 전주시 덕진구 고랑동 1142-7,35.87617841,127.0769792,2012-05-04,70,1,,,,,,063-211-6505,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
우석카센타,3,전북특별자치도 전주시 덕진구 쪽구름2길 6,전북특별자치도 전주시 덕진구 동산동 684-29,35.87332737,127.0760244017,1998-07-28,143.19,1,,,,,,063-211-2465,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
애니카랜드 덕진점,3,전북특별자치도 전주시 덕진구 쪽구름5길 6,전북특별자치도 전주시 덕진구 고랑동 1142-1,35.87634399,127.0769532,1998-07-18,70,1,,,,,,063-212-1190,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
동일카센타,3,전북특별자치도 전주시 덕진구 쪽구름로 1,전북특별자치도 전주시 덕진구 여의동 566-1,35.86623003,127.0790375,2008-03-14,80,1,,,,,,063-246-1636,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
인수카마스타,3,전북특별자치도 전주시 덕진구 쪽구름로 146,전북특별자치도 전주시 덕진구 반월동 395-1,35.87419868,127.0694951,1999-12-14,86.96,1,,,,,,063-214-7836,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
자동차왕국,3,전북특별자치도 전주시 덕진구 쪽구름로 169,전북특별자치도 전주시 덕진구 반월동 746-3,35.87384848,127.0664298,1999-12-20,166.4,1,,,,,,063-214-4404,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
전주대형카센타,3,전북특별자치도 전주시 덕진구 쪽구름로 190-14,전북특별자치도 전주시 덕진구 반월동 625-48,35.87559596,127.0640222,2016-12-02,225,1,,,,,,063-211-0953,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
최강모터스,3,전북특별자치도 전주시 덕진구 쪽구름로 20,전북특별자치도 전주시 덕진구 동산동 566-3,35.86775468,127.0786266,1999-06-02,50.58,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
드림카센타,3,전북특별자치도 전주시 덕진구 쪽구름로 206,전북특별자치도 전주시 덕진구 반월동 626-18,35.87432792,127.0626237,2005-06-07,176,1,,,,,,063-212-1211,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
성실카서비스,3,전북특별자치도 전주시 덕진구 쪽구름로 32,전북특별자치도 전주시 덕진구 동산동 566-20,35.86855665,127.0780304,2000-03-17,93.3,1,,,,,,063-211-6626,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
열린카정비,3,전북특별자치도 전주시 덕진구 초포다리로 141,전북특별자치도 전주시 덕진구 호성동1가 320-2,35.86843229,127.1595802,2004-04-21,138.75,1,,,,,,063-245-3580,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
(유)하이엔진,3,전북특별자치도 전주시 덕진구 초포다리로 18,전북특별자치도 전주시 덕진구 호성동1가 714-1,35.85731793,127.1578200320,2013-04-05,410.96,1,,,,,,063-244-5707,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
고고카 서비스,3,전북특별자치도 전주시 덕진구 초포로 176,전북특별자치도 전주시 덕진구 호성동2가 764-9,35.87555555,127.1400431,2019-04-30,86.58,1,,,,,,063-252-7780,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
팔복카서비스,3,전북특별자치도 전주시 덕진구 추천로 19-23,전북특별자치도 전주시 덕진구 팔복동3가 60-7,35.8417765,127.099582,1998-04-21,316.5,1,,,,,,063-211-8870,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
백문모터스,3,전북특별자치도 전주시 덕진구 태진로 130-1,전북특별자치도 전주시 덕진구 금암동 455-20,35.83262619,127.1357812,1998-11-03,70,1,,,,,,063-272-0752,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
진일토탈카,3,전북특별자치도 전주시 덕진구 태진로 137-5,전북특별자치도 전주시 덕진구 금암동 456-41,35.83302217,127.1350081,2009-10-30,70,1,,,,,,063-908-7282,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
(주)777타이어공단점,3,전북특별자치도 전주시 덕진구 팔과정로 78,전북특별자치도 전주시 덕진구 팔복동2가 464-1,35.85475177,127.0898957,2020-03-26,502.16,1,,,,,,063-275-0777,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
통운카,3,전북특별자치도 전주시 덕진구 팔복로 173,전북특별자치도 전주시 덕진구 팔복동3가 400,35.85434256,127.0876402,2018-09-21,2492.38,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
현대카센타,3,전북특별자치도 전주시 덕진구 팔복로 260,전북특별자치도 전주시 덕진구 여의동 751-125,35.8589403,127.0804457,2004-03-08,168,1,,,,,,063-211-9063,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
반석 공업사,3,전북특별자치도 전주시 덕진구 팔복로 348,전북특별자치도 전주시 덕진구 여의동 1139-68,35.86234361,127.0717698,2013-12-17,125.28,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
가제트카클리닉,3,전북특별자치도 전주시 덕진구 팔복로 362-19,전북특별자치도 전주시 덕진구 여의동 1148-21,35.86471717,127.0709799821,2020-05-08,81.1,1,,,,,,,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
대동종합카,3,전북특별자치도 전주시 덕진구 편운로 16,전북특별자치도 전주시 덕진구 동산동 702-16,35.87101022,127.0783121,1998-11-05,81.63,1,,,,,,063-212-7836,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
유원카서비스,3,전북특별자치도 전주시 덕진구 편운로 24-8,전북특별자치도 전주시 덕진구 동산동 571-21,35.8713210870,127.0795382,1998-11-09,70,1,,,,,,063-212-3462,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
현대자동차 덕진중부점,3,전북특별자치도 전주시 덕진구 하가2길 29-43,전북특별자치도 전주시 덕진구 덕진동2가 319-26,35.8458742,127.1154518,2000-07-28,203.37,1,,,,,,063-273-6611,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
불리카,3,전북특별자치도 전주시 덕진구 한배미4길 3,전북특별자치도 전주시 덕진구 인후동1가 943-9,35.824395,127.1668429,2007-12-18,162,1,,,,,,063-244-1048,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
기린봉카센타,3,전북특별자치도 전주시 덕진구 한배미4길 8,전북특별자치도 전주시 덕진구 인후동1가 937-6,35.82451083,127.1663144,2003-02-21,161,1,,,,,,063-246-8529,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
아마존카맨샵,3,전북특별자치도 전주시 덕진구 혁신로 431,전북특별자치도 전주시 덕진구 장동 608-13,35.85159152,127.0660079,2006-02-16,165,1,,,,,,063-253-3242,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
24시예약타이어,3,전북특별자치도 전주시 덕진구 혁신로 466,전북특별자치도 전주시 덕진구 장동 603-3,35.85443176,127.0664507,2020-01-20,118,1,,,,,,063-714-3789,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
뉴스타카 클리닉,3,전북특별자치도 전주시 덕진구 혁신로 514,전북특별자치도 전주시 덕진구 여의동 1048-1,35.85831687,127.0677778,2014-09-04,73.84,1,,,,,,070-4233-0131,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
유한회사 국보타이어,3,전북특별자치도 전주시 덕진구 혁신로 516,전북특별자치도 전주시 덕진구 여의동 1117-1,35.85855611,127.0678564,2017-08-29,79.2,1,,,,,,063-214-6500,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
월드컵대형카센타,3,전북특별자치도 전주시 덕진구 혁신로 550,전북특별자치도 전주시 덕진구 여의동 1136-35,35.86149901,127.0690581,2022-02-28,99,1,,,,,,063-212-7455,전북특별자치도 전주시 덕진구청,063-270-6382,2025-02-10,4641000,전북특별자치도 전주시
현대해상하이카프라자 송산점,03,충청남도 당진시 송산면 송산로 765-18,,36.95706254,126.6923921,2013-09-25,175.5,03,2020-03-10,,,,,041-354-3672,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
중앙모터스,03,충청남도 당진시 송악읍 신복운로7길 4-8,,36.94061252,126.7829801,2014-08-20,134.82,03,2021-01-15,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
태화정공자동차정비,03,충청남도 당진시 신평면 북부산업로 250,,36.90355007,126.8085771,2015-08-10,192,03,2016-04-11,2022-03-22,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대성오토밋션,03,충청남도 당진시 서해로 6184(시곡동),,36.9023884,126.6728602,2016-04-06,130.58,03,2019-01-10,,,,,041-355-7701,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대홍공업사,03,충청남도 당진시 면천면 면천로 429,,36.82284609,126.6458583,2017-01-17,584.85,03,2018-07-24,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
지엔모터스,03,충청남도 당진시 서해로 6184(시곡동),,36.9023884,126.6728602,2019-01-17,130.58,03,2021-07-23,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서정모터스,03,충청남도 당진시 송악읍 반촌로 198,,36.90124889,126.7018341,2019-09-26,15374,03,2021-07-27,,,08:30,19:00,041-358-9953,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
동우카센타,03,충청남도 당진시 송악읍 고잔로 23,,36.95595246,126.7591819,2000-01-22,183,02,,2013-06-25,,,,041-356-9923,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
중앙자동차정비공업사,03,충청남도 당진시 교동길 59(읍내동),,36.89013801,126.6336385,2009-05-15,45,02,,2017-08-14,,,,041-355-7690,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
당진자동차보링쎈터,04,,충청남도 당진시 고대면 슬항리 389-3,36.94181908,126.6181759,2007-11-05,198,03,2007-11-05,,,,,041-352-6611,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
1급 트럭 마스터공업사,01,충청남도 당진시 송악읍 북부산업로 853-10,충청남도 당진시 송악읍 부곡리 143-24,36.951065,126.778016,2021-12-09,4691,01,,,,08:30,19:00,,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
정부장모터스,01,,충청남도 당진시 송악읍 고대리 43-120,36.97253408,126.7526963,2021-12-09,380,01,,,,09:00,18:00,041-355-8679,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
카닥터,01,충청남도 당진시 석문면 산단3로3길 14-23,충청남도 당진시 석문면 통정리 1340,36.99875233,126.5924726,2022-02-11,297,01,,,,08:30,19:00,041-352-6993,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
시드니모터스,01,충청남도 당진시 송악읍 송악로 574,충청남도 당진시 송악읍 석포리 330-8,36.934748,126.7359942,2022-09-22,702,01,,,,09:00,18:00,,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
그린카크리닉,3,"충청남도 공주시 우금티로 529-1, 금학동 308동 (금학동)","충청남도 공주시 우금티로 529-1, 308동(금학동)",36.442088,127.1192177,2001-11-01,100,1,,,,09:00,18:00,041-852-5247,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
남성카독크,3,"충청남도 공주시 유구읍 유구마곡사로 35, (석남리)",충청남도 공주시 유구읍 석남리 316번지,36.55083753,126.9548546,2004-03-04,100,1,,,,09:00,18:00,041-841-3567,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
T스테이션 공주옥룡점,3,"충청남도 공주시 무령로 325, (옥룡동)",충청남도 공주시 옥룡동 30-3,36.456788,127.1354634,2006-01-09,100,1,,,,09:00,18:00,041-854-3773,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
동학카센터,3,"충청남도 공주시 반포면 석봉길 2, (학봉리)",충청남도 공주시 반포면 학봉리 280-1,36.362479,127.2525255,2006-07-26,100,1,,,,09:00,18:00,,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
삼부오토밋션상사,3,"충청남도 공주시 전막1길 16-6, (신관동)",충청남도 공주시 신관동 591-3호,36.471168,127.1287429,2008-07-21,100,1,,,,09:00,18:00,,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
유구자동차공업사,3,"충청남도 공주시 유구읍 중앙2길 28, (백교리)",충청남도 공주시 유구읍 중앙2길 28,36.546609,126.9516165,2014-12-29,100,1,,,,09:00,18:00,,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
금성타이어,3,"충청남도 공주시 무령로 349, 옥룡동 (옥룡동)",충청남도 공주시 무령로 349(옥룡동),36.458468,127.1372019,2015-05-13,100,1,,,,09:00,18:00,041-853-2626,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
대한자동차정비,2,"충청남도 공주시 장기로 123, (금흥동)",충청남도 공주시 금흥동 38번지 8호,36.481921,127.1528397,2015-11-26,100,1,,,,09:00,18:00,,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
의당현대모터스,2,"충청남도 공주시 의당면 의당로 317, (청룡리)",충청남도 공주시 의당면 청룡리 829번지,36.498444,127.1394774,2017-06-27,100,1,,,,09:00,18:00,,공주시,041-840-8486,2022-11-23,4500000,충청남도 공주시
낙서종합카센타,3,경상북도 상주시 내서면 낙서1길 68-1,경상북도 상주시 내서면 낙서리 58-6,36.40188083,128.0265108,1998-11-06,110,3,2010-11-08,,,09:00,18:00,054-531-3375,경상북도 상주시,054-537-7779,2022-11-17,5110000,경상북도 상주시
첨단카클리닉,3,경상북도 상주시 경상대로 2953,경상북도 상주시 낙양동 146-108,36.41067116,128.1511455,2000-01-10,197,3,2000-01-10,,,09:00,18:00,054-536-5089,경상북도 상주시,054-537-7779,2022-11-17,5110000,경상북도 상주시
달성카프라자,3,경상북도 상주시 북상주로 114,경상북도 상주시 죽전동 640-4,36.43999984,128.1583103,2000-03-02,106,3,2000-03-02,,,09:00,18:00,054-531-3033,경상북도 상주시,054-537-7779,2022-11-17,5110000,경상북도 상주시
승춘카인테리어,3,경상북도 상주시 함창읍 함창로 585,경상북도 상주시 함창읍 윤직리 622-9,36.57937798,128.1916633,2000-04-08,130,3,2000-04-08,,,09:00,18:00,054-553-3272,경상북도 상주시,054-537-7779,2022-11-17,5110000,경상북도 상주시
미래카센터,3,경상북도 상주시 화남면 영남제일로 4633,경상북도 상주시 화남면 평온리 172,36.44748118,127.9053918,2000-06-01,135,3,2010-11-11,,,09:00,18:00,054-535-0172,경상북도 상주시,054-537-7779,2022-11-17,5110000,경상북도 상주시
부연자동차공업사,03,,충청남도 당진시 송악읍 고대리 39-6,36.97497708,126.7498151,2006-05-12,1,03,2011-01-03,,,,,041-355-0511,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
기아차수리점,03,충청남도 당진시 운곡로 205(채운동),,36.89515473,126.6203377,2006-12-05,260,03,2021-04-22,,,09:00,18:00,041-357-8685,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
세종 오토샵,03,충청남도 당진시 송산면 동곡로 30-2,,36.96845658,126.6991109,2007-01-22,196,03,2018-06-28,,,,,041-352-7798,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
현대자동차합덕점,03,,충청남도 당진시 합덕읍 운산리 3-28,36.80590304,126.7770327,2007-05-29,1,03,2010-06-03,,,,,041-363-8971,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
만물타이어종합수리,03,,충청남도 당진시 합덕읍 운산리 650,36.80494845,126.7602833,2007-09-06,90,03,2013-05-28,,,,,041-363-2672,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
타이어하우스,03,충청남도 당진시 원당로 38(원당동),,36.90470434,126.6422966,2007-11-12,120,03,2020-03-13,,,,,041-357-0085,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대명카센타,03,,충청남도 당진시 송악읍 고대리 165-11,36.98134574,126.7385969,2008-04-23,206.4,03,2013-12-03,,,,,041-356-4865,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
명성공업사,03,,충청남도 당진시 석문면 삼봉리 555-1,37.0060007,126.5514532,2008-05-27,35,03,2008-05-27,,,,,041-353-0404,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
당진카크리닉,03,충청남도 당진시 송악읍 신복운로4길 17-1,,36.94437133,126.7824396,2008-07-30,90,03,2014-08-27,,,,,041-358-8851,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
거산자동차부분정비공업사,03,,충청남도 당진시 신평면 거산리 456-8,36.88695619,126.7402688,2008-09-17,40,03,2013-09-02,,,,,041-363-3977,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
정미카센타,03,,충청남도 당진시 정미면 승산리 40-11,36.88484157,126.5641267,2008-11-11,98,03,2008-11-11,,,,,041-354-1005,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
형제자동차정비공업사,03,,충청남도 당진시 송산면 삼월리 23,36.94162821,126.6813575,2009-03-09,95,03,2009-03-09,,,,,041-354-1313,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
유영자동밋션,03,,충청남도 당진시 정미면 봉생리 333,36.88589621,126.5901846,2009-03-13,71,03,2009-03-13,,,,,041-357-6829,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
우신자동차공업사,03,,충청남도 당진시 고대면 슬항리 79,36.94456483,126.6193992,2009-03-16,124,03,2009-03-16,,,,,041-353-6051,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서해안오토,03,"충청남도 당진시 서해로 5772, 101층 103호(읍내동, SD프라자)",,36.89821148,126.6287712,2009-03-16,286,03,2019-07-26,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
월드카공업사,03,,충청남도 당진시 고대면 용두리 511-4,36.924936,126.6032057,2009-03-18,90,03,2009-03-18,,,,,041-352-7965,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
제일카센타,03,,충청남도 당진시 송악읍 기지시리 155-20,36.9040796,126.693342,2009-03-18,119,03,2009-03-18,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
태웅부분정비공업사,03,,충청남도 당진시 고대면 슬항리 16,36.94780559,126.6231881,2009-04-27,110,03,2009-04-21,,,,,041-352-0882,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
점보자동차정비공업사,03,,충청남도 당진시 송산면 상거리 404,36.93081437,126.6763698,2009-05-15,101,03,2013-07-08,,,,,041-353-4133,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
제일자동차정비공업사,03,충청남도 당진시 송악읍 부곡공단2길 9,,36.94516579,126.7847978,2009-05-15,150,03,2020-06-17,,,,,041-356-1349,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대정공업사,03,,충청남도 당진시 송악읍 고대리 36-15,36.97550916,126.7473444,2009-05-15,180,03,2009-05-15,,,,,041-357-0121,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
한진자동차공업사,03,,충청남도 당진시 석문면 삼화리 207-9,36.95512921,126.623744,2009-05-15,196,03,2011-12-26,,,,,041-356-4230,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
동양자동차부분정비공업사,03,충청남도 당진시 아미로 818(대덕동),,36.88095828,126.6323500014,2009-05-29,127.8,03,2020-01-13,,,,,041-356-8484,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
털보카센타,03,충청남도 당진시 우강면 덕평로 579,,36.81067906,126.7757641,2009-07-02,58,03,2014-03-20,,,,,041-363-0990,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
골든자동차부분정비공업사,03,충청남도 당진시 아미로 818(대덕동),,36.88095828,126.6323500014,2009-07-30,120,03,2014-05-29,,,,,041-356-8553,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
태웅공업사,03,,충청남도 당진시 고대면 슬항리 16,36.94780559,126.6231881,2010-02-03,183,03,2010-12-20,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
타이어타운당진시곡점,03,충청남도 당진시 서해로 6184(시곡동),,36.9023884,126.6728602,2010-04-23,125.4,03,2015-01-31,,,,,041-355-7701,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
K&S자동차정비,03,충청남도 당진시 합덕읍 덕평로 523,,36.80590304,126.7770327,2010-08-07,165,03,2016-05-02,,,,,041-362-6226,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
스피드카서비스,03,충청남도 당진시 아미로 799(대덕동),,36.87936393,126.6323969,2010-10-21,112.32,03,2013-12-03,,,,,041-358-1161,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
동부카센타,03,충청남도 당진시 송악읍 반촌로 200,,36.90109028,126.7019004,2012-11-27,153.74,03,2016-05-26,,,,,041-352-9994,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
드래곤모터스주식회사,01,충청남도 당진시 석문면 산단4로 258,,37.00227083,126.5861891,2019-06-12,1888,03,2019-06-12,,,08:00,20:00,041-350-1714,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
양지자동차정비컨설팅,02,충청남도 당진시 시청1로 1(수청동),,36.88974143,126.645971,1999-11-23,336,03,2010-10-19,,,,,041-356-1311,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
중흥자동차정비공업사,02,충청남도 당진시 송악읍 송악로 603,,36.93594813,126.7383151,2000-03-09,144.48,03,2017-06-12,,,,,041-358-3367,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
